Jurisdiction,Not in ICU,ICU,Date,Active outbreaks in aged care homes as at 13 Sep 2022,Active outbreaks in aged care homes as at 20 Sep 2022,Active outbreaks in aged care homes as at 21 Sep 2022,Active outbreaks in aged care homes as at 28 Sep 2022,Active outbreaks in aged care homes as at 05 Oct 2022,Active outbreaks in aged care homes as at 12 Oct 2022,Active outbreaks in aged care homes as at 19 Oct 2022,Active outbreaks in aged care homes as at 26 Oct 2022,Active outbreaks in aged care homes as at 02 Nov 2022,Active outbreaks in aged care homes as at 09 Nov 2022,Active outbreaks in aged care homes as at 16 Nov 2022
Vic,,,2022-10-05,,,69.0,45.0,,,,,,,
Qld,,,2022-10-05,,,28.0,26.0,,,,,,,
WA,,,2022-10-05,,,27.0,23.0,,,,,,,
SA,,,2022-10-05,,,26.0,22.0,,,,,,,
Tas,,,2022-10-05,,,4.0,3.0,,,,,,,
ACT,,,2022-10-05,,,2.0,1.0,,,,,,,
NT,,,2022-10-05,,,3.0,1.0,,,,,,,
NSW,,,2022-10-06,,,74.0,64.0,,,,,,,
Vic,,,2022-10-06,,,69.0,45.0,,,,,,,
Qld,,,2022-10-06,,,28.0,26.0,,,,,,,
WA,,,2022-10-06,,,27.0,23.0,,,,,,,
SA,,,2022-10-06,,,26.0,22.0,,,,,,,
Tas,,,2022-10-06,,,4.0,3.0,,,,,,,
ACT,,,2022-10-06,,,2.0,1.0,,,,,,,
NT,,,2022-10-06,,,3.0,1.0,,,,,,,
NSW,,,2022-10-07,,,,65.0,53.0,,,,,,
Vic,,,2022-10-07,,,,49.0,42.0,,,,,,
Qld,,,2022-10-07,,,,30.0,19.0,,,,,,
WA,,,2022-10-07,,,,24.0,19.0,,,,,,
SA,,,2022-10-07,,,,24.0,26.0,,,,,,
Tas,,,2022-10-07,,,,3.0,4.0,,,,,,
ACT,,,2022-10-07,,,,1.0,1.0,,,,,,
NT,,,2022-10-07,,,,1.0,1.0,,,,,,
NSW,,,2022-10-08,,,,65.0,53.0,,,,,,
Vic,,,2022-10-08,,,,49.0,42.0,,,,,,
Qld,,,2022-10-08,,,,30.0,19.0,,,,,,
WA,,,2022-10-08,,,,24.0,19.0,,,,,,
SA,,,2022-10-08,,,,24.0,26.0,,,,,,
Tas,,,2022-10-08,,,,3.0,4.0,,,,,,
ACT,,,2022-10-08,,,,1.0,1.0,,,,,,
NT,,,2022-10-08,,,,1.0,1.0,,,,,,
NSW,,,2022-10-09,,,,65.0,53.0,,,,,,
Vic,,,2022-10-09,,,,49.0,42.0,,,,,,
Qld,,,2022-10-09,,,,30.0,19.0,,,,,,
WA,,,2022-10-09,,,,24.0,19.0,,,,,,
SA,,,2022-10-09,,,,24.0,26.0,,,,,,
Tas,,,2022-10-09,,,,3.0,4.0,,,,,,
ACT,,,2022-10-09,,,,1.0,1.0,,,,,,
NT,,,2022-10-09,,,,1.0,1.0,,,,,,
NSW,,,2022-10-10,,,,65.0,53.0,,,,,,
Vic,,,2022-10-10,,,,49.0,42.0,,,,,,
Qld,,,2022-10-10,,,,30.0,19.0,,,,,,
WA,,,2022-10-10,,,,24.0,19.0,,,,,,
SA,,,2022-10-10,,,,24.0,26.0,,,,,,
Tas,,,2022-10-10,,,,3.0,4.0,,,,,,
ACT,,,2022-10-10,,,,1.0,1.0,,,,,,
NT,,,2022-10-10,,,,1.0,1.0,,,,,,
NSW,,,2022-10-11,,,,65.0,53.0,,,,,,
Vic,,,2022-10-11,,,,49.0,42.0,,,,,,
Qld,,,2022-10-11,,,,30.0,19.0,,,,,,
WA,,,2022-10-11,,,,24.0,19.0,,,,,,
SA,,,2022-10-11,,,,24.0,26.0,,,,,,
Tas,,,2022-10-11,,,,3.0,4.0,,,,,,
ACT,,,2022-10-11,,,,1.0,1.0,,,,,,
NT,,,2022-10-11,,,,1.0,1.0,,,,,,
NSW,,,2022-10-12,,,,65.0,53.0,,,,,,
Vic,,,2022-10-12,,,,49.0,42.0,,,,,,
Qld,,,2022-10-12,,,,30.0,19.0,,,,,,
WA,,,2022-10-12,,,,24.0,19.0,,,,,,
SA,,,2022-10-12,,,,24.0,26.0,,,,,,
Tas,,,2022-10-12,,,,3.0,4.0,,,,,,
ACT,,,2022-10-12,,,,1.0,1.0,,,,,,
NT,,,2022-10-12,,,,1.0,1.0,,,,,,
NSW,,,2022-10-13,,,,65.0,53.0,,,,,,
Vic,,,2022-10-13,,,,49.0,42.0,,,,,,
Qld,,,2022-10-13,,,,30.0,19.0,,,,,,
WA,,,2022-10-13,,,,24.0,19.0,,,,,,
SA,,,2022-10-13,,,,24.0,26.0,,,,,,
Tas,,,2022-10-13,,,,3.0,4.0,,,,,,
ACT,,,2022-10-13,,,,1.0,1.0,,,,,,
NT,,,2022-10-13,,,,1.0,1.0,,,,,,
NSW,,,2022-10-14,,,,,60.0,55.0,,,,,
Vic,,,2022-10-14,,,,,48.0,42.0,,,,,
Qld,,,2022-10-14,,,,,22.0,22.0,,,,,
WA,,,2022-10-14,,,,,19.0,16.0,,,,,
SA,,,2022-10-14,,,,,27.0,27.0,,,,,
Tas,,,2022-10-14,,,,,4.0,5.0,,,,,
ACT,,,2022-10-14,,,,,1.0,0.0,,,,,
NT,,,2022-10-14,,,,,2.0,1.0,,,,,
NSW,,,2022-10-15,,,,,60.0,55.0,,,,,
Vic,,,2022-10-15,,,,,48.0,42.0,,,,,
Qld,,,2022-10-15,,,,,22.0,22.0,,,,,
WA,,,2022-10-15,,,,,19.0,16.0,,,,,
SA,,,2022-10-15,,,,,27.0,27.0,,,,,
Tas,,,2022-10-15,,,,,4.0,5.0,,,,,
ACT,,,2022-10-15,,,,,1.0,0.0,,,,,
NT,,,2022-10-15,,,,,2.0,1.0,,,,,
NSW,,,2022-10-16,,,,,60.0,55.0,,,,,
Vic,,,2022-10-16,,,,,48.0,42.0,,,,,
Qld,,,2022-10-16,,,,,22.0,22.0,,,,,
WA,,,2022-10-16,,,,,19.0,16.0,,,,,
SA,,,2022-10-16,,,,,27.0,27.0,,,,,
Tas,,,2022-10-16,,,,,4.0,5.0,,,,,
ACT,,,2022-10-16,,,,,1.0,0.0,,,,,
NT,,,2022-10-16,,,,,2.0,1.0,,,,,
NSW,,,2022-10-17,,,,,60.0,55.0,,,,,
Vic,,,2022-10-17,,,,,48.0,42.0,,,,,
Qld,,,2022-10-17,,,,,22.0,22.0,,,,,
WA,,,2022-10-17,,,,,19.0,16.0,,,,,
SA,,,2022-10-17,,,,,27.0,27.0,,,,,
Tas,,,2022-10-17,,,,,4.0,5.0,,,,,
ACT,,,2022-10-17,,,,,1.0,0.0,,,,,
NT,,,2022-10-17,,,,,2.0,1.0,,,,,
NSW,,,2022-10-18,,,,,60.0,55.0,,,,,
Vic,,,2022-10-18,,,,,48.0,42.0,,,,,
Qld,,,2022-10-18,,,,,22.0,22.0,,,,,
WA,,,2022-10-18,,,,,19.0,16.0,,,,,
SA,,,2022-10-18,,,,,27.0,27.0,,,,,
Tas,,,2022-10-18,,,,,4.0,5.0,,,,,
ACT,,,2022-10-18,,,,,1.0,0.0,,,,,
NT,,,2022-10-18,,,,,2.0,1.0,,,,,
NSW,,,2022-10-19,,,,,60.0,55.0,,,,,
Vic,,,2022-10-19,,,,,48.0,42.0,,,,,
Qld,,,2022-10-19,,,,,22.0,22.0,,,,,
WA,,,2022-10-19,,,,,19.0,16.0,,,,,
SA,,,2022-10-19,,,,,27.0,27.0,,,,,
Tas,,,2022-10-19,,,,,4.0,5.0,,,,,
ACT,,,2022-10-19,,,,,1.0,0.0,,,,,
NT,,,2022-10-19,,,,,2.0,1.0,,,,,
NSW,,,2022-10-20,,,,,60.0,55.0,,,,,
Vic,,,2022-10-20,,,,,48.0,42.0,,,,,
Qld,,,2022-10-20,,,,,22.0,22.0,,,,,
WA,,,2022-10-20,,,,,19.0,16.0,,,,,
SA,,,2022-10-20,,,,,27.0,27.0,,,,,
Tas,,,2022-10-20,,,,,4.0,5.0,,,,,
ACT,,,2022-10-20,,,,,1.0,0.0,,,,,
NT,,,2022-10-20,,,,,2.0,1.0,,,,,
NSW,,,2022-10-21,,,,,,58.0,55.0,,,,
Vic,,,2022-10-21,,,,,,45.0,50.0,,,,
Qld,,,2022-10-21,,,,,,25.0,32.0,,,,
WA,,,2022-10-21,,,,,,21.0,26.0,,,,
SA,,,2022-10-21,,,,,,28.0,32.0,,,,
Tas,,,2022-10-21,,,,,,7.0,6.0,,,,
ACT,,,2022-10-21,,,,,,0.0,2.0,,,,
NT,,,2022-10-21,,,,,,2.0,1.0,,,,
NSW,,,2022-10-22,,,,,,58.0,55.0,,,,
Vic,,,2022-10-22,,,,,,45.0,50.0,,,,
Qld,,,2022-10-22,,,,,,25.0,32.0,,,,
WA,,,2022-10-22,,,,,,21.0,26.0,,,,
SA,,,2022-10-22,,,,,,28.0,32.0,,,,
Tas,,,2022-10-22,,,,,,7.0,6.0,,,,
ACT,,,2022-10-22,,,,,,0.0,2.0,,,,
NT,,,2022-10-22,,,,,,2.0,1.0,,,,
NSW,,,2022-10-23,,,,,,58.0,55.0,,,,
Vic,,,2022-10-23,,,,,,45.0,50.0,,,,
Qld,,,2022-10-23,,,,,,25.0,32.0,,,,
WA,,,2022-10-23,,,,,,21.0,26.0,,,,
SA,,,2022-10-23,,,,,,28.0,32.0,,,,
Tas,,,2022-10-23,,,,,,7.0,6.0,,,,
ACT,,,2022-10-23,,,,,,0.0,2.0,,,,
NT,,,2022-10-23,,,,,,2.0,1.0,,,,
NSW,,,2022-10-24,,,,,,58.0,55.0,,,,
Vic,,,2022-10-24,,,,,,45.0,50.0,,,,
Qld,,,2022-10-24,,,,,,25.0,32.0,,,,
WA,,,2022-10-24,,,,,,21.0,26.0,,,,
SA,,,2022-10-24,,,,,,28.0,32.0,,,,
Tas,,,2022-10-24,,,,,,7.0,6.0,,,,
ACT,,,2022-10-24,,,,,,0.0,2.0,,,,
NT,,,2022-10-24,,,,,,2.0,1.0,,,,
NSW,,,2022-10-25,,,,,,58.0,55.0,,,,
Vic,,,2022-10-25,,,,,,45.0,50.0,,,,
Qld,,,2022-10-25,,,,,,25.0,32.0,,,,
WA,,,2022-10-25,,,,,,21.0,26.0,,,,
SA,,,2022-10-25,,,,,,28.0,32.0,,,,
Tas,,,2022-10-25,,,,,,7.0,6.0,,,,
ACT,,,2022-10-25,,,,,,0.0,2.0,,,,
NT,,,2022-10-25,,,,,,2.0,1.0,,,,
NSW,,,2022-10-26,,,,,,58.0,55.0,,,,
Vic,,,2022-10-26,,,,,,45.0,50.0,,,,
Qld,,,2022-10-26,,,,,,25.0,32.0,,,,
WA,,,2022-10-26,,,,,,21.0,26.0,,,,
SA,,,2022-10-26,,,,,,28.0,32.0,,,,
Tas,,,2022-10-26,,,,,,7.0,6.0,,,,
ACT,,,2022-10-26,,,,,,0.0,2.0,,,,
NT,,,2022-10-26,,,,,,2.0,1.0,,,,
NSW,,,2022-10-27,,,,,,58.0,55.0,,,,
Vic,,,2022-10-27,,,,,,45.0,50.0,,,,
Qld,,,2022-10-27,,,,,,25.0,32.0,,,,
WA,,,2022-10-27,,,,,,21.0,26.0,,,,
SA,,,2022-10-27,,,,,,28.0,32.0,,,,
Tas,,,2022-10-27,,,,,,7.0,6.0,,,,
ACT,,,2022-10-27,,,,,,0.0,2.0,,,,
NT,,,2022-10-27,,,,,,2.0,1.0,,,,
NSW,,,2022-10-28,,,,,,,55.0,38.0,,,
Vic,,,2022-10-28,,,,,,,51.0,52.0,,,
Qld,,,2022-10-28,,,,,,,34.0,29.0,,,
WA,,,2022-10-28,,,,,,,33.0,40.0,,,
SA,,,2022-10-28,,,,,,,32.0,29.0,,,
Tas,,,2022-10-28,,,,,,,6.0,5.0,,,
ACT,,,2022-10-28,,,,,,,2.0,3.0,,,
NT,,,2022-10-28,,,,,,,1.0,0.0,,,
NSW,,,2022-10-31,,,,,,,55.0,38.0,,,
Vic,,,2022-10-31,,,,,,,51.0,52.0,,,
Qld,,,2022-10-31,,,,,,,34.0,29.0,,,
WA,,,2022-10-31,,,,,,,33.0,40.0,,,
SA,,,2022-10-31,,,,,,,32.0,29.0,,,
Tas,,,2022-10-31,,,,,,,6.0,5.0,,,
ACT,,,2022-10-31,,,,,,,2.0,3.0,,,
NT,,,2022-10-31,,,,,,,1.0,0.0,,,
NSW,,,2022-11-01,,,,,,,55.0,38.0,,,
Vic,,,2022-11-01,,,,,,,51.0,52.0,,,
Qld,,,2022-11-01,,,,,,,34.0,29.0,,,
WA,,,2022-11-01,,,,,,,33.0,40.0,,,
SA,,,2022-11-01,,,,,,,32.0,29.0,,,
Tas,,,2022-11-01,,,,,,,6.0,5.0,,,
ACT,,,2022-11-01,,,,,,,2.0,3.0,,,
NT,,,2022-11-01,,,,,,,1.0,0.0,,,
NSW,,,2022-11-02,,,,,,,55.0,38.0,,,
Vic,,,2022-11-02,,,,,,,51.0,52.0,,,
Qld,,,2022-11-02,,,,,,,34.0,29.0,,,
WA,,,2022-11-02,,,,,,,33.0,40.0,,,
SA,,,2022-11-02,,,,,,,32.0,29.0,,,
Tas,,,2022-11-02,,,,,,,6.0,5.0,,,
ACT,,,2022-11-02,,,,,,,2.0,3.0,,,
NT,,,2022-11-02,,,,,,,1.0,0.0,,,
NSW,,,2022-11-03,,,,,,,55.0,38.0,,,
Vic,,,2022-11-03,,,,,,,51.0,52.0,,,
Qld,,,2022-11-03,,,,,,,34.0,29.0,,,
WA,,,2022-11-03,,,,,,,33.0,40.0,,,
SA,,,2022-11-03,,,,,,,32.0,29.0,,,
Tas,,,2022-11-03,,,,,,,6.0,5.0,,,
ACT,,,2022-11-03,,,,,,,2.0,3.0,,,
NT,,,2022-11-03,,,,,,,1.0,0.0,,,
NSW,,,2022-11-04,,,,,,,,44.0,49.0,,
Vic,,,2022-11-04,,,,,,,,60.0,65.0,,
Qld,,,2022-11-04,,,,,,,,29.0,21.0,,
WA,,,2022-11-04,,,,,,,,42.0,42.0,,
SA,,,2022-11-04,,,,,,,,33.0,29.0,,
Tas,,,2022-11-04,,,,,,,,5.0,4.0,,
ACT,,,2022-11-04,,,,,,,,3.0,2.0,,
NT,,,2022-11-04,,,,,,,,0.0,1.0,,
NSW,,,2022-11-05,,,,,,,,44.0,49.0,,
Vic,,,2022-11-05,,,,,,,,60.0,65.0,,
Qld,,,2022-11-05,,,,,,,,29.0,21.0,,
WA,,,2022-11-05,,,,,,,,42.0,42.0,,
SA,,,2022-11-05,,,,,,,,33.0,29.0,,
Tas,,,2022-11-05,,,,,,,,5.0,4.0,,
ACT,,,2022-11-05,,,,,,,,3.0,2.0,,
NT,,,2022-11-05,,,,,,,,0.0,1.0,,
NSW,,,2022-11-06,,,,,,,,44.0,49.0,,
Vic,,,2022-11-06,,,,,,,,60.0,65.0,,
Qld,,,2022-11-06,,,,,,,,29.0,21.0,,
WA,,,2022-11-06,,,,,,,,42.0,42.0,,
SA,,,2022-11-06,,,,,,,,33.0,29.0,,
Tas,,,2022-11-06,,,,,,,,5.0,4.0,,
ACT,,,2022-11-06,,,,,,,,3.0,2.0,,
NT,,,2022-11-06,,,,,,,,0.0,1.0,,
NSW,,,2022-11-07,,,,,,,,44.0,49.0,,
Vic,,,2022-11-07,,,,,,,,60.0,65.0,,
Qld,,,2022-11-07,,,,,,,,29.0,21.0,,
WA,,,2022-11-07,,,,,,,,42.0,42.0,,
SA,,,2022-11-07,,,,,,,,33.0,29.0,,
Tas,,,2022-11-07,,,,,,,,5.0,4.0,,
ACT,,,2022-11-07,,,,,,,,3.0,2.0,,
NT,,,2022-11-07,,,,,,,,0.0,1.0,,
NSW,,,2022-11-08,,,,,,,,44.0,49.0,,
Vic,,,2022-11-08,,,,,,,,60.0,65.0,,
Qld,,,2022-11-08,,,,,,,,29.0,21.0,,
WA,,,2022-11-08,,,,,,,,42.0,42.0,,
SA,,,2022-11-08,,,,,,,,33.0,29.0,,
Tas,,,2022-11-08,,,,,,,,5.0,4.0,,
ACT,,,2022-11-08,,,,,,,,3.0,2.0,,
NT,,,2022-11-08,,,,,,,,0.0,1.0,,
NSW,,,2022-11-09,,,,,,,,44.0,49.0,,
Vic,,,2022-11-09,,,,,,,,60.0,65.0,,
Qld,,,2022-11-09,,,,,,,,29.0,21.0,,
WA,,,2022-11-09,,,,,,,,42.0,42.0,,
SA,,,2022-11-09,,,,,,,,33.0,29.0,,
Tas,,,2022-11-09,,,,,,,,5.0,4.0,,
ACT,,,2022-11-09,,,,,,,,3.0,2.0,,
NT,,,2022-11-09,,,,,,,,0.0,1.0,,
NSW,,,2022-11-10,,,,,,,,44.0,49.0,,
Vic,,,2022-11-10,,,,,,,,60.0,65.0,,
Qld,,,2022-11-10,,,,,,,,29.0,21.0,,
WA,,,2022-11-10,,,,,,,,42.0,42.0,,
SA,,,2022-11-10,,,,,,,,33.0,29.0,,
Tas,,,2022-11-10,,,,,,,,5.0,4.0,,
ACT,,,2022-11-10,,,,,,,,3.0,2.0,,
NT,,,2022-11-10,,,,,,,,0.0,1.0,,
NSW,,,2022-11-11,,,,,,,,,59.0,69.0,
Vic,,,2022-11-11,,,,,,,,,72.0,88.0,
Qld,,,2022-11-11,,,,,,,,,24.0,47.0,
WA,,,2022-11-11,,,,,,,,,51.0,47.0,
SA,,,2022-11-11,,,,,,,,,32.0,49.0,
Tas,,,2022-11-11,,,,,,,,,6.0,6.0,
ACT,,,2022-11-11,,,,,,,,,2.0,1.0,
NT,,,2022-11-11,,,,,,,,,1.0,2.0,
NSW,,,2022-11-12,,,,,,,,,59.0,69.0,
Vic,,,2022-11-12,,,,,,,,,72.0,88.0,
Qld,,,2022-11-12,,,,,,,,,24.0,47.0,
WA,,,2022-11-12,,,,,,,,,51.0,47.0,
SA,,,2022-11-12,,,,,,,,,32.0,49.0,
Tas,,,2022-11-12,,,,,,,,,6.0,6.0,
ACT,,,2022-11-12,,,,,,,,,2.0,1.0,
NT,,,2022-11-12,,,,,,,,,1.0,2.0,
NSW,,,2022-11-13,,,,,,,,,59.0,69.0,
Vic,,,2022-11-13,,,,,,,,,72.0,88.0,
Qld,,,2022-11-13,,,,,,,,,24.0,47.0,
WA,,,2022-11-13,,,,,,,,,51.0,47.0,
SA,,,2022-11-13,,,,,,,,,32.0,49.0,
Tas,,,2022-11-13,,,,,,,,,6.0,6.0,
ACT,,,2022-11-13,,,,,,,,,2.0,1.0,
NT,,,2022-11-13,,,,,,,,,1.0,2.0,
NSW,,,2022-11-14,,,,,,,,,59.0,69.0,
Vic,,,2022-11-14,,,,,,,,,72.0,88.0,
Qld,,,2022-11-14,,,,,,,,,24.0,47.0,
WA,,,2022-11-14,,,,,,,,,51.0,47.0,
SA,,,2022-11-14,,,,,,,,,32.0,49.0,
Tas,,,2022-11-14,,,,,,,,,6.0,6.0,
ACT,,,2022-11-14,,,,,,,,,2.0,1.0,
NT,,,2022-11-14,,,,,,,,,1.0,2.0,
NSW,,,2022-11-15,,,,,,,,,59.0,69.0,
Vic,,,2022-11-15,,,,,,,,,72.0,88.0,
Qld,,,2022-11-15,,,,,,,,,24.0,47.0,
WA,,,2022-11-15,,,,,,,,,51.0,47.0,
SA,,,2022-11-15,,,,,,,,,32.0,49.0,
Tas,,,2022-11-15,,,,,,,,,6.0,6.0,
ACT,,,2022-11-15,,,,,,,,,2.0,1.0,
NT,,,2022-11-15,,,,,,,,,1.0,2.0,
NSW,,,2022-11-16,,,,,,,,,59.0,69.0,
Vic,,,2022-11-16,,,,,,,,,72.0,88.0,
Qld,,,2022-11-16,,,,,,,,,24.0,47.0,
WA,,,2022-11-16,,,,,,,,,51.0,47.0,
SA,,,2022-11-16,,,,,,,,,32.0,49.0,
Tas,,,2022-11-16,,,,,,,,,6.0,6.0,
ACT,,,2022-11-16,,,,,,,,,2.0,1.0,
NT,,,2022-11-16,,,,,,,,,1.0,2.0,
NSW,,,2022-11-17,,,,,,,,,59.0,69.0,
Vic,,,2022-11-17,,,,,,,,,72.0,88.0,
Qld,,,2022-11-17,,,,,,,,,24.0,47.0,
WA,,,2022-11-17,,,,,,,,,51.0,47.0,
SA,,,2022-11-17,,,,,,,,,32.0,49.0,
Tas,,,2022-11-17,,,,,,,,,6.0,6.0,
ACT,,,2022-11-17,,,,,,,,,2.0,1.0,
NT,,,2022-11-17,,,,,,,,,1.0,2.0,
NSW,,,2022-11-18,,,,,,,,,,86.0,122.0
Vic,,,2022-11-18,,,,,,,,,,100.0,119.0
Qld,,,2022-11-18,,,,,,,,,,58.0,76.0
WA,,,2022-11-18,,,,,,,,,,55.0,54.0
SA,,,2022-11-18,,,,,,,,,,54.0,76.0
Tas,,,2022-11-18,,,,,,,,,,7.0,10.0
ACT,,,2022-11-18,,,,,,,,,,1.0,3.0
NT,,,2022-11-18,,,,,,,,,,2.0,2.0
NSW,,,2022-11-19,,,,,,,,,,86.0,122.0
Vic,,,2022-11-19,,,,,,,,,,100.0,119.0
Qld,,,2022-11-19,,,,,,,,,,58.0,76.0
WA,,,2022-11-19,,,,,,,,,,55.0,54.0
SA,,,2022-11-19,,,,,,,,,,54.0,76.0
Tas,,,2022-11-19,,,,,,,,,,7.0,10.0
ACT,,,2022-11-19,,,,,,,,,,1.0,3.0
NT,,,2022-11-19,,,,,,,,,,2.0,2.0
NSW,,,2022-11-20,,,,,,,,,,86.0,122.0
Vic,,,2022-11-20,,,,,,,,,,100.0,119.0
Qld,,,2022-11-20,,,,,,,,,,58.0,76.0
WA,,,2022-11-20,,,,,,,,,,55.0,54.0
SA,,,2022-11-20,,,,,,,,,,54.0,76.0
Tas,,,2022-11-20,,,,,,,,,,7.0,10.0
ACT,,,2022-11-20,,,,,,,,,,1.0,3.0
NT,,,2022-11-20,,,,,,,,,,2.0,2.0
NSW,,,2022-11-21,,,,,,,,,,86.0,122.0
Vic,,,2022-11-21,,,,,,,,,,100.0,119.0
Qld,,,2022-11-21,,,,,,,,,,58.0,76.0
WA,,,2022-11-21,,,,,,,,,,55.0,54.0
SA,,,2022-11-21,,,,,,,,,,54.0,76.0
Tas,,,2022-11-21,,,,,,,,,,7.0,10.0
ACT,,,2022-11-21,,,,,,,,,,1.0,3.0
NT,,,2022-11-21,,,,,,,,,,2.0,2.0
