Jurisdiction,Overseas,Locally acquired - contact of confirmed case,Locally acquired - unknown contact*,Locally acquired - interstate travel,Under investigation*,Total cases,Total deaths,Date,Locally acquired - unknown contact,Under investigation,"Population with at least one doses, 5+ years (%)","Population with two doses, 5+ years (%)","Eligible population with third dose, 16+ years (%)","Eligible population with fourth dose, 30+ years (%)"
Australia,18990.0,1477920.0,780946.0,53503.0,6355766.0,8687125.0,10582.0,2022-07-16,,,,,,
ACT,0.0,175923.0,0.0,0.0,0.0,175923.0,84.0,2022-07-16,,,,,,
NSW,4526.0,179831.0,0.0,1669.0,2785499.0,2971525.0,3798.0,2022-07-16,,,,,,
NT,672.0,32719.0,13100.0,4701.0,32492.0,83684.0,53.0,2022-07-16,,,,,,
QLD,1653.0,19397.0,9074.0,522.0,1336639.0,1367285.0,1388.0,2022-07-16,,,,,,
SA,3357.0,246487.0,363570.0,17653.0,14686.0,645753.0,565.0,2022-07-16,,,,,,
TAS,504.0,111250.0,25067.0,9085.0,64639.0,210545.0,106.0,2022-07-16,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,1988381.0,2245301.0,4148.0,2022-07-16,,,,,,
WA,6672.0,462414.0,364720.0,19873.0,133430.0,987109.0,440.0,2022-07-16,,,,,,
Australia,18990.0,1477920.0,780946.0,53503.0,6355766.0,8687125.0,10582.0,2022-07-17,,,,,,
ACT,0.0,175923.0,0.0,0.0,0.0,175923.0,84.0,2022-07-17,,,,,,
NSW,4526.0,179831.0,0.0,1669.0,2785499.0,2971525.0,3798.0,2022-07-17,,,,,,
NT,672.0,32719.0,13100.0,4701.0,32492.0,83684.0,53.0,2022-07-17,,,,,,
QLD,1653.0,19397.0,9074.0,522.0,1336639.0,1367285.0,1388.0,2022-07-17,,,,,,
SA,3357.0,246487.0,363570.0,17653.0,14686.0,645753.0,565.0,2022-07-17,,,,,,
TAS,504.0,111250.0,25067.0,9085.0,64639.0,210545.0,106.0,2022-07-17,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,1988381.0,2245301.0,4148.0,2022-07-17,,,,,,
WA,6672.0,462414.0,364720.0,19873.0,133430.0,987109.0,440.0,2022-07-17,,,,,,
Australia,19427.0,1490110.0,798609.0,54526.0,6439555.0,8802227.0,10719.0,2022-07-18,,,,,,
ACT,0.0,178875.0,0.0,0.0,0.0,178875.0,84.0,2022-07-18,,,,,,
NSW,4531.0,180141.0,0.0,1680.0,2816152.0,3002504.0,3853.0,2022-07-18,,,,,,
NT,705.0,32719.0,13100.0,4701.0,33809.0,85034.0,54.0,2022-07-18,,,,,,
QLD,1653.0,19405.0,9097.0,522.0,1353771.0,1384448.0,1409.0,2022-07-18,,,,,,
SA,3358.0,249108.0,372337.0,17719.0,15006.0,657528.0,571.0,2022-07-18,,,,,,
TAS,530.0,113324.0,25997.0,9289.0,65896.0,215036.0,113.0,2022-07-18,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2018204.0,2275124.0,4190.0,2022-07-18,,,,,,
WA,7044.0,466639.0,372663.0,20615.0,136717.0,1003678.0,445.0,2022-07-18,,,,,,
Australia,19594.0,1494664.0,805499.0,54963.0,6475623.0,8850343.0,10794.0,2022-07-19,,,,,,
ACT,0.0,180072.0,0.0,0.0,0.0,180072.0,84.0,2022-07-19,,,,,,
NSW,4531.0,180176.0,0.0,1682.0,2829648.0,3016037.0,3879.0,2022-07-19,,,,,,
NT,715.0,32719.0,13100.0,4701.0,34470.0,85705.0,54.0,2022-07-19,,,,,,
QLD,1653.0,19432.0,9111.0,522.0,1361439.0,1392157.0,1427.0,2022-07-19,,,,,,
SA,3359.0,250050.0,375687.0,17752.0,15119.0,661967.0,574.0,2022-07-19,,,,,,
TAS,540.0,114015.0,26360.0,9379.0,66380.0,216674.0,113.0,2022-07-19,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2030387.0,2287307.0,4215.0,2022-07-19,,,,,,
WA,7190.0,468301.0,375826.0,20927.0,138180.0,1010424.0,448.0,2022-07-19,,,,,,
Australia,19771.0,1498242.0,811837.0,55351.0,6514881.0,8900082.0,10879.0,2022-07-20,,,,,,
ACT,0.0,180969.0,0.0,0.0,0.0,180969.0,84.0,2022-07-20,,,,,,
NSW,4532.0,180312.0,0.0,1686.0,2844716.0,3031246.0,3899.0,2022-07-20,,,,,,
NT,736.0,32719.0,13100.0,4701.0,35089.0,86345.0,54.0,2022-07-20,,,,,,
QLD,1654.0,19467.0,9130.0,522.0,1371866.0,1402639.0,1442.0,2022-07-20,,,,,,
SA,3358.0,251205.0,379294.0,17775.0,15226.0,666858.0,596.0,2022-07-20,,,,,,
TAS,552.0,114647.0,26704.0,9492.0,66842.0,218237.0,116.0,2022-07-20,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2043348.0,2300268.0,4243.0,2022-07-20,,,,,,
WA,7333.0,469024.0,378194.0,21175.0,137794.0,1013520.0,445.0,2022-07-20,,,,,,
Australia,19893.0,1502998.0,819101.0,55722.0,6569090.0,8966804.0,10968.0,2022-07-21,,,,,,
ACT,0.0,182330.0,0.0,0.0,0.0,182330.0,85.0,2022-07-21,,,,,,
NSW,4533.0,180438.0,0.0,1691.0,2858400.0,3045062.0,3924.0,2022-07-21,,,,,,
NT,740.0,32719.0,13099.0,4701.0,35750.0,87009.0,54.0,2022-07-21,,,,,,
QLD,1654.0,19525.0,9163.0,522.0,1395228.0,1426092.0,1452.0,2022-07-21,,,,,,
SA,3359.0,252362.0,383300.0,17807.0,15316.0,672144.0,603.0,2022-07-21,,,,,,
TAS,560.0,115361.0,27062.0,9625.0,67300.0,219908.0,118.0,2022-07-21,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2057641.0,2314561.0,4280.0,2022-07-21,,,,,,
WA,7441.0,470364.0,381062.0,21376.0,139455.0,1019698.0,452.0,2022-07-21,,,,,,
Australia,20313.0,1507249.0,823743.0,58038.0,6610622.0,9019965.0,11032.0,2022-07-22,,,,,,
ACT,0.0,183150.0,0.0,0.0,0.0,183150.0,86.0,2022-07-22,,,,,,
NSW,4538.0,180578.0,0.0,1697.0,2876906.0,3063719.0,3939.0,2022-07-22,,,,,,
NT,753.0,32719.0,13099.0,4700.0,36259.0,87530.0,54.0,2022-07-22,,,,,,
QLD,1654.0,19624.0,9189.0,522.0,1404101.0,1435090.0,1462.0,2022-07-22,,,,,,
SA,3630.0,253493.0,384521.0,19770.0,15363.0,676777.0,610.0,2022-07-22,,,,,,
TAS,573.0,115953.0,27339.0,9728.0,67748.0,221341.0,122.0,2022-07-22,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2069893.0,2326813.0,4305.0,2022-07-22,,,,,,
WA,7559.0,471833.0,384180.0,21621.0,140352.0,1025545.0,454.0,2022-07-22,,,,,,
Australia,20313.0,1507249.0,823743.0,58038.0,6610622.0,9019965.0,11032.0,2022-07-23,,,,,,
ACT,0.0,183150.0,0.0,0.0,0.0,183150.0,86.0,2022-07-23,,,,,,
NSW,4538.0,180578.0,0.0,1697.0,2876906.0,3063719.0,3939.0,2022-07-23,,,,,,
NT,753.0,32719.0,13099.0,4700.0,36259.0,87530.0,54.0,2022-07-23,,,,,,
QLD,1654.0,19624.0,9189.0,522.0,1404101.0,1435090.0,1462.0,2022-07-23,,,,,,
SA,3630.0,253493.0,384521.0,19770.0,15363.0,676777.0,610.0,2022-07-23,,,,,,
TAS,573.0,115953.0,27339.0,9728.0,67748.0,221341.0,122.0,2022-07-23,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2069893.0,2326813.0,4305.0,2022-07-23,,,,,,
WA,7559.0,471833.0,384180.0,21621.0,140352.0,1025545.0,454.0,2022-07-23,,,,,,
Australia,20313.0,1507249.0,823743.0,58038.0,6610622.0,9019965.0,11032.0,2022-07-24,,,,,,
ACT,0.0,183150.0,0.0,0.0,0.0,183150.0,86.0,2022-07-24,,,,,,
NSW,4538.0,180578.0,0.0,1697.0,2876906.0,3063719.0,3939.0,2022-07-24,,,,,,
NT,753.0,32719.0,13099.0,4700.0,36259.0,87530.0,54.0,2022-07-24,,,,,,
QLD,1654.0,19624.0,9189.0,522.0,1404101.0,1435090.0,1462.0,2022-07-24,,,,,,
SA,3630.0,253493.0,384521.0,19770.0,15363.0,676777.0,610.0,2022-07-24,,,,,,
TAS,573.0,115953.0,27339.0,9728.0,67748.0,221341.0,122.0,2022-07-24,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2069893.0,2326813.0,4305.0,2022-07-24,,,,,,
WA,7559.0,471833.0,384180.0,21621.0,140352.0,1025545.0,454.0,2022-07-24,,,,,,
Australia,20781.0,1517963.0,832573.0,65058.0,6702672.0,9139047.0,11200.0,2022-07-25,,,,,,
ACT,0.0,185633.0,0.0,0.0,0.0,185633.0,89.0,2022-07-25,,,,,,
NSW,4539.0,180813.0,0.0,1703.0,2915016.0,3102071.0,4001.0,2022-07-25,,,,,,
NT,801.0,32719.0,13099.0,4700.0,37317.0,88636.0,54.0,2022-07-25,,,,,,
QLD,1654.0,19653.0,9231.0,522.0,1423542.0,1454602.0,1470.0,2022-07-25,,,,,,
SA,3734.0,256454.0,391557.0,20510.0,15342.0,687597.0,629.0,2022-07-25,,,,,,
TAS,608.0,117309.0,28015.0,10031.0,68937.0,224900.0,127.0,2022-07-25,,,,,,
VIC,1606.0,249899.0,0.0,5415.0,2100416.0,2357336.0,4361.0,2022-07-25,,,,,,
WA,7839.0,475483.0,390671.0,22177.0,142102.0,1038272.0,469.0,2022-07-25,,,,,,
Australia,20945.0,1522014.0,842991.0,60178.0,6739505.0,9185633.0,11304.0,2022-07-26,,,,,,
ACT,0.0,186577.0,0.0,0.0,0.0,186577.0,89.0,2022-07-26,,,,,,
NSW,4540.0,180853.0,0.0,1705.0,2929023.0,3116121.0,4031.0,2022-07-26,,,,,,
NT,813.0,32720.0,13100.0,4700.0,37831.0,89164.0,55.0,2022-07-26,,,,,,
QLD,1654.0,19697.0,9248.0,522.0,1432127.0,1463248.0,1491.0,2022-07-26,,,,,,
SA,3766.0,257726.0,394051.0,20793.0,15335.0,691671.0,632.0,2022-07-26,,,,,,
TAS,621.0,117858.0,28299.0,10125.0,69316.0,226219.0,129.0,2022-07-26,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2112701.0,2369621.0,4401.0,2022-07-26,,,,,,
WA,7945.0,476684.0,392878.0,22333.0,143172.0,1043012.0,476.0,2022-07-26,,,,,,
Australia,21135.0,1526444.0,848762.0,60740.0,6777933.0,9235014.0,11387.0,2022-07-27,,,,,,
ACT,0.0,187664.0,0.0,0.0,0.0,187664.0,89.0,2022-07-27,,,,,,
NSW,4542.0,180979.0,0.0,1707.0,2944937.0,3132165.0,4051.0,2022-07-27,,,,,,
NT,831.0,32720.0,13100.0,4700.0,38298.0,89649.0,55.0,2022-07-27,,,,,,
QLD,1654.0,19737.0,9279.0,522.0,1440233.0,1471425.0,1510.0,2022-07-27,,,,,,
SA,3806.0,259033.0,396817.0,21056.0,15316.0,696028.0,636.0,2022-07-27,,,,,,
TAS,633.0,118401.0,28557.0,10219.0,69688.0,227498.0,133.0,2022-07-27,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2125312.0,2382232.0,4433.0,2022-07-27,,,,,,
WA,8063.0,478011.0,395594.0,22536.0,144149.0,1048353.0,480.0,2022-07-27,,,,,,
Australia,39413.0,1520176.0,847087.0,58983.0,6814351.0,9280010.0,11512.0,2022-07-28,,,,,,
ACT,0.0,188619.0,0.0,0.0,0.0,188619.0,90.0,2022-07-28,,,,,,
NSW,4545.0,181109.0,1710.0,0.0,2960493.0,3147857.0,4085.0,2022-07-28,,,,,,
NT,845.0,32720.0,13100.0,4700.0,38729.0,90094.0,55.0,2022-07-28,,,,,,
QLD,19761.0,9367.0,523.0,0.0,1447459.0,1477110.0,1537.0,2022-07-28,,,,,,
SA,3852.0,260354.0,399344.0,21290.0,15281.0,700121.0,653.0,2022-07-28,,,,,,
TAS,646.0,118828.0,28818.0,10295.0,70096.0,228683.0,137.0,2022-07-28,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2137416.0,2394336.0,4470.0,2022-07-28,,,,,,
WA,8158.0,479280.0,398177.0,22698.0,144877.0,1053190.0,485.0,2022-07-28,,,,,,
Australia,21459.0,1534651.0,858438.0,61671.0,6850425.0,9326644.0,11669.0,2022-07-29,,,,,,
ACT,0.0,189603.0,0.0,0.0,0.0,189603.0,90.0,2022-07-29,,,,,,
NSW,4546.0,181234.0,0.0,1710.0,2975229.0,3162719.0,4107.0,2022-07-29,,,,,,
NT,855.0,32720.0,13101.0,4700.0,39091.0,90467.0,55.0,2022-07-29,,,,,,
QLD,1654.0,19801.0,9387.0,523.0,1456804.0,1488169.0,1554.0,2022-07-29,,,,,,
SA,3881.0,261590.0,401205.0,21512.0,15207.0,703395.0,661.0,2022-07-29,,,,,,
TAS,661.0,119248.0,29015.0,10382.0,70416.0,229722.0,137.0,2022-07-29,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2148091.0,2405011.0,4577.0,2022-07-29,,,,,,
WA,8256.0,480556.0,400315.0,22844.0,145587.0,1057558.0,488.0,2022-07-29,,,,,,
Australia,21459.0,1534651.0,858438.0,61671.0,6850425.0,9326644.0,11669.0,2022-07-30,,,,,,
ACT,0.0,189603.0,0.0,0.0,0.0,189603.0,90.0,2022-07-30,,,,,,
NSW,4546.0,181234.0,0.0,1710.0,2975229.0,3162719.0,4107.0,2022-07-30,,,,,,
NT,855.0,32720.0,13101.0,4700.0,39091.0,90467.0,55.0,2022-07-30,,,,,,
QLD,1654.0,19801.0,9387.0,523.0,1456804.0,1488169.0,1554.0,2022-07-30,,,,,,
SA,3881.0,261590.0,401205.0,21512.0,15207.0,703395.0,661.0,2022-07-30,,,,,,
TAS,661.0,119248.0,29015.0,10382.0,70416.0,229722.0,137.0,2022-07-30,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2148091.0,2405011.0,4577.0,2022-07-30,,,,,,
WA,8256.0,480556.0,400315.0,22844.0,145587.0,1057558.0,488.0,2022-07-30,,,,,,
Australia,21459.0,1534651.0,858438.0,61671.0,6850425.0,9326644.0,11669.0,2022-07-31,,,,,,
ACT,0.0,189603.0,0.0,0.0,0.0,189603.0,90.0,2022-07-31,,,,,,
NSW,4546.0,181234.0,0.0,1710.0,2975229.0,3162719.0,4107.0,2022-07-31,,,,,,
NT,855.0,32720.0,13101.0,4700.0,39091.0,90467.0,55.0,2022-07-31,,,,,,
QLD,1654.0,19801.0,9387.0,523.0,1456804.0,1488169.0,1554.0,2022-07-31,,,,,,
SA,3881.0,261590.0,401205.0,21512.0,15207.0,703395.0,661.0,2022-07-31,,,,,,
TAS,661.0,119248.0,29015.0,10382.0,70416.0,229722.0,137.0,2022-07-31,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2148091.0,2405011.0,4577.0,2022-07-31,,,,,,
WA,8256.0,480556.0,400315.0,22844.0,145587.0,1057558.0,488.0,2022-07-31,,,,,,
Australia,21827.0,1543658.0,868866.0,62503.0,6943579.0,9440433.0,11864.0,2022-08-01,,,,,,
ACT,0.0,191457.0,0.0,0.0,0.0,191457.0,92.0,2022-08-01,,,,,,
NSW,4548.0,181507.0,0.0,1716.0,3008730.0,3196501.0,4165.0,2022-08-01,,,,,,
NT,855.0,33248.0,13101.0,4700.0,39091.0,90995.0,55.0,2022-08-01,,,,,,
QLD,1655.0,19819.0,9413.0,523.0,1490654.0,1522064.0,1567.0,2022-08-01,,,,,,
SA,3964.0,264142.0,406188.0,21862.0,15033.0,711189.0,679.0,2022-08-01,,,,,,
TAS,692.0,120153.0,29503.0,10517.0,71092.0,231957.0,141.0,2022-08-01,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2171619.0,2428539.0,4661.0,2022-08-01,,,,,,
WA,8507.0,483433.0,405246.0,23185.0,147360.0,1067731.0,504.0,2022-08-01,,,,,,
Australia,21987.0,1546277.0,874599.0,61078.0,6972219.0,9476160.0,11961.0,2022-08-02,,,,,,
ACT,0.0,192138.0,0.0,0.0,0.0,192138.0,96.0,2022-08-02,,,,,,
NSW,4548.0,181561.0,1716.0,0.0,3019357.0,3207182.0,4212.0,2022-08-02,,,,,,
NT,895.0,32720.0,13098.0,4700.0,40046.0,91459.0,56.0,2022-08-02,,,,,,
QLD,1655.0,19839.0,9438.0,523.0,1496914.0,1528369.0,1590.0,2022-08-02,,,,,,
SA,3987.0,265146.0,408220.0,21987.0,14959.0,714299.0,682.0,2022-08-02,,,,,,
TAS,699.0,120552.0,29696.0,10558.0,71373.0,232878.0,142.0,2022-08-02,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2181451.0,2438371.0,4674.0,2022-08-02,,,,,,
WA,8597.0,484422.0,407016.0,23310.0,148119.0,1071464.0,509.0,2022-08-02,,,,,,
Australia,22123.0,1549604.0,876876.0,63100.0,7005471.0,9517174.0,12026.0,2022-08-03,,,,,,
ACT,0.0,192994.0,0.0,0.0,0.0,192994.0,97.0,2022-08-03,,,,,,
NSW,4549.0,181711.0,0.0,1717.0,3035842.0,3223819.0,4251.0,2022-08-03,,,,,,
NT,908.0,32720.0,13098.0,4700.0,40399.0,91825.0,56.0,2022-08-03,,,,,,
QLD,1657.0,19869.0,9457.0,523.0,1503283.0,1534789.0,1596.0,2022-08-03,,,,,,
SA,4022.0,266099.0,409997.0,22108.0,14936.0,717162.0,688.0,2022-08-03,,,,,,
TAS,703.0,120866.0,29898.0,10606.0,71695.0,233768.0,145.0,2022-08-03,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2190461.0,2447381.0,4680.0,2022-08-03,,,,,,
WA,8678.0,485446.0,409011.0,23446.0,148855.0,1075436.0,513.0,2022-08-03,,,,,,
Australia,22227.0,1552450.0,881186.0,63395.0,7035122.0,9554380.0,12119.0,2022-08-04,,,,,,
ACT,0.0,193557.0,0.0,0.0,0.0,193557.0,100.0,2022-08-04,,,,,,
NSW,4549.0,181825.0,0.0,1720.0,3050001.0,3238095.0,4284.0,2022-08-04,,,,,,
NT,911.0,32720.0,13098.0,4700.0,40753.0,92182.0,56.0,2022-08-04,,,,,,
QLD,1657.0,19889.0,9500.0,523.0,1508745.0,1540314.0,1627.0,2022-08-04,,,,,,
SA,4053.0,266954.0,412100.0,22248.0,14913.0,720268.0,691.0,2022-08-04,,,,,,
TAS,712.0,121213.0,30082.0,10653.0,71953.0,234613.0,149.0,2022-08-04,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2199181.0,2456101.0,4689.0,2022-08-04,,,,,,
WA,8739.0,486393.0,410991.0,23551.0,149576.0,1079250.0,523.0,2022-08-04,,,,,,
Australia,22339.0,1555288.0,884760.0,63667.0,7062923.0,9588977.0,12200.0,2022-08-05,,,,,,
ACT,0.0,194215.0,0.0,0.0,0.0,194215.0,100.0,2022-08-05,,,,,,
NSW,4549.0,181928.0,0.0,1720.0,3062782.0,3250979.0,4313.0,2022-08-05,,,,,,
NT,917.0,32719.0,13097.0,4700.0,40986.0,92419.0,56.0,2022-08-05,,,,,,
QLD,1657.0,19907.0,9561.0,523.0,1513569.0,1545217.0,1635.0,2022-08-05,,,,,,
SA,4075.0,267788.0,413659.0,22382.0,14827.0,722731.0,699.0,2022-08-05,,,,,,
TAS,717.0,121531.0,30229.0,10685.0,72211.0,235373.0,151.0,2022-08-05,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2206644.0,2463564.0,4723.0,2022-08-05,,,,,,
WA,8818.0,487301.0,412799.0,23657.0,151904.0,1084479.0,523.0,2022-08-05,,,,,,
Australia,22339.0,1555288.0,884760.0,63667.0,7062923.0,9588977.0,12200.0,2022-08-06,,,,,,
ACT,0.0,194215.0,0.0,0.0,0.0,194215.0,100.0,2022-08-06,,,,,,
NSW,4549.0,181928.0,0.0,1720.0,3062782.0,3250979.0,4313.0,2022-08-06,,,,,,
NT,917.0,32719.0,13097.0,4700.0,40986.0,92419.0,56.0,2022-08-06,,,,,,
QLD,1657.0,19907.0,9561.0,523.0,1513569.0,1545217.0,1635.0,2022-08-06,,,,,,
SA,4075.0,267788.0,413659.0,22382.0,14827.0,722731.0,699.0,2022-08-06,,,,,,
TAS,717.0,121531.0,30229.0,10685.0,72211.0,235373.0,151.0,2022-08-06,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2206644.0,2463564.0,4723.0,2022-08-06,,,,,,
WA,8818.0,487301.0,412799.0,23657.0,151904.0,1084479.0,523.0,2022-08-06,,,,,,
Australia,22339.0,1555288.0,884760.0,63667.0,7062923.0,9588977.0,12200.0,2022-08-07,,,,,,
ACT,0.0,194215.0,0.0,0.0,0.0,194215.0,100.0,2022-08-07,,,,,,
NSW,4549.0,181928.0,0.0,1720.0,3062782.0,3250979.0,4313.0,2022-08-07,,,,,,
NT,917.0,32719.0,13097.0,4700.0,40986.0,92419.0,56.0,2022-08-07,,,,,,
QLD,1657.0,19907.0,9561.0,523.0,1513569.0,1545217.0,1635.0,2022-08-07,,,,,,
SA,4075.0,267788.0,413659.0,22382.0,14827.0,722731.0,699.0,2022-08-07,,,,,,
TAS,717.0,121531.0,30229.0,10685.0,72211.0,235373.0,151.0,2022-08-07,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2206644.0,2463564.0,4723.0,2022-08-07,,,,,,
WA,8818.0,487301.0,412799.0,23657.0,151904.0,1084479.0,523.0,2022-08-07,,,,,,
Australia,22582.0,1561327.0,891673.0,64135.0,7118370.0,9658087.0,12335.0,2022-08-08,,,,,,
ACT,0.0,195621.0,0.0,0.0,0.0,195621.0,102.0,2022-08-08,,,,,,
NSW,4552.0,182154.0,0.0,1724.0,3092131.0,3280561.0,4362.0,2022-08-08,,,,,,
NT,940.0,32707.0,13097.0,4700.0,41485.0,92929.0,57.0,2022-08-08,,,,,,
QLD,1657.0,19924.0,9583.0,523.0,1522798.0,1554485.0,1653.0,2022-08-08,,,,,,
SA,4142.0,269590.0,416998.0,22559.0,14701.0,727990.0,719.0,2022-08-08,,,,,,
TAS,738.0,122202.0,30568.0,10758.0,72735.0,237001.0,156.0,2022-08-08,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2222876.0,2479796.0,4751.0,2022-08-08,,,,,,
WA,8947.0,489230.0,416012.0,23871.0,151644.0,1089704.0,535.0,2022-08-08,,,,,,
Australia,22673.0,1563574.0,894417.0,64288.0,7139672.0,9684624.0,12437.0,2022-08-09,,,,,,
ACT,0.0,196098.0,0.0,0.0,0.0,196098.0,106.0,2022-08-09,,,,,,
NSW,4553.0,182195.0,0.0,1724.0,3101981.0,3290453.0,4387.0,2022-08-09,,,,,,
NT,943.0,32705.0,13096.0,4700.0,41680.0,93124.0,57.0,2022-08-09,,,,,,
QLD,1657.0,19946.0,9618.0,523.0,1526886.0,1558630.0,1677.0,2022-08-09,,,,,,
SA,4146.0,270302.0,418264.0,22608.0,14625.0,729945.0,723.0,2022-08-09,,,,,,
TAS,747.0,122446.0,30710.0,10792.0,72945.0,237640.0,159.0,2022-08-09,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2229207.0,2486127.0,4794.0,2022-08-09,,,,,,
WA,9021.0,489983.0,417314.0,23941.0,152348.0,1092607.0,534.0,2022-08-09,,,,,,
Australia,22783.0,1566123.0,897351.0,64464.0,7161187.0,9711908.0,12568.0,2022-08-10,,,,,,
ACT,0.0,196642.0,0.0,0.0,0.0,196642.0,107.0,2022-08-10,,,,,,
NSW,4553.0,182321.0,0.0,1725.0,3113178.0,3301777.0,4417.0,2022-08-10,,,,,,
NT,947.0,32704.0,13096.0,4700.0,41868.0,93315.0,58.0,2022-08-10,,,,,,
QLD,1657.0,19991.0,9679.0,523.0,1530572.0,1562422.0,1712.0,2022-08-10,,,,,,
SA,4169.0,271083.0,419467.0,22678.0,14611.0,732008.0,732.0,2022-08-10,,,,,,
TAS,752.0,122734.0,30838.0,10825.0,73158.0,238307.0,160.0,2022-08-10,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2235050.0,2491970.0,4844.0,2022-08-10,,,,,,
WA,9099.0,490749.0,418856.0,24013.0,152750.0,1095467.0,538.0,2022-08-10,,,,,,
Australia,22879.0,1568386.0,900117.0,64647.0,7181163.0,9737192.0,12653.0,2022-08-11,,,,,,
ACT,0.0,197094.0,0.0,0.0,0.0,197094.0,108.0,2022-08-11,,,,,,
NSW,4556.0,182448.0,0.0,1726.0,3123525.0,3312255.0,4446.0,2022-08-11,,,,,,
NT,956.0,32705.0,13096.0,4700.0,42038.0,93495.0,59.0,2022-08-11,,,,,,
QLD,1657.0,20000.0,9729.0,523.0,1533850.0,1565759.0,1723.0,2022-08-11,,,,,,
SA,4169.0,271792.0,420672.0,22756.0,14574.0,733963.0,733.0,2022-08-11,,,,,,
TAS,759.0,123035.0,30971.0,10848.0,73358.0,238971.0,161.0,2022-08-11,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2240545.0,2497465.0,4880.0,2022-08-11,,,,,,
WA,9176.0,491413.0,420234.0,24094.0,153273.0,1098190.0,543.0,2022-08-11,,,,,,
Australia,22978.0,1570319.0,902492.0,64774.0,7199587.0,9760150.0,12739.0,2022-08-12,,,,,,
ACT,0.0,197561.0,0.0,0.0,0.0,197561.0,109.0,2022-08-12,,,,,,
NSW,4557.0,182580.0,0.0,1728.0,3132895.0,3321760.0,4481.0,2022-08-12,,,,,,
NT,958.0,32702.0,13097.0,4700.0,42203.0,93660.0,59.0,2022-08-12,,,,,,
QLD,1658.0,20043.0,9874.0,524.0,1536974.0,1569073.0,1741.0,2022-08-12,,,,,,
SA,4201.0,272274.0,421708.0,22800.0,14530.0,735513.0,745.0,2022-08-12,,,,,,
TAS,765.0,123241.0,31073.0,10865.0,73532.0,239476.0,162.0,2022-08-12,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2245694.0,2502614.0,4894.0,2022-08-12,,,,,,
WA,9233.0,492019.0,421325.0,24157.0,153759.0,1100493.0,548.0,2022-08-12,,,,,,
Australia,22978.0,1570319.0,902492.0,64774.0,7199587.0,9760150.0,12739.0,2022-08-13,,,,,,
ACT,0.0,197561.0,0.0,0.0,0.0,197561.0,109.0,2022-08-13,,,,,,
NSW,4557.0,182580.0,0.0,1728.0,3132895.0,3321760.0,4481.0,2022-08-13,,,,,,
NT,958.0,32702.0,13097.0,4700.0,42203.0,93660.0,59.0,2022-08-13,,,,,,
QLD,1658.0,20043.0,9874.0,524.0,1536974.0,1569073.0,1741.0,2022-08-13,,,,,,
SA,4201.0,272274.0,421708.0,22800.0,14530.0,735513.0,745.0,2022-08-13,,,,,,
TAS,765.0,123241.0,31073.0,10865.0,73532.0,239476.0,162.0,2022-08-13,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2245694.0,2502614.0,4894.0,2022-08-13,,,,,,
WA,9233.0,492019.0,421325.0,24157.0,153759.0,1100493.0,548.0,2022-08-13,,,,,,
Australia,22978.0,1570319.0,902492.0,64774.0,7199587.0,9760150.0,12739.0,2022-08-14,,,,,,
ACT,0.0,197561.0,0.0,0.0,0.0,197561.0,109.0,2022-08-14,,,,,,
NSW,4557.0,182580.0,0.0,1728.0,3132895.0,3321760.0,4481.0,2022-08-14,,,,,,
NT,958.0,32702.0,13097.0,4700.0,42203.0,93660.0,59.0,2022-08-14,,,,,,
QLD,1658.0,20043.0,9874.0,524.0,1536974.0,1569073.0,1741.0,2022-08-14,,,,,,
SA,4201.0,272274.0,421708.0,22800.0,14530.0,735513.0,745.0,2022-08-14,,,,,,
TAS,765.0,123241.0,31073.0,10865.0,73532.0,239476.0,162.0,2022-08-14,,,,,,
VIC,1606.0,249899.0,5415.0,0.0,2245694.0,2502614.0,4894.0,2022-08-14,,,,,,
WA,9233.0,492019.0,421325.0,24157.0,153759.0,1100493.0,548.0,2022-08-14,,,,,,
